open,currentAccountsPayable,researchAndDevelopment,volume,propertyPlantEquipment,otherNonCurrentAssets,nonInterestIncome,dividendPayout,depreciationDepletionAndAmortization,ebitda,comprehensiveIncomeNetOfTax,depreciationAndAmortization,longTermDebtNoncurrent,totalRevenue,otherNonOperatingIncome,company,date,close
65.66,231000000,166000000,64262600,588000000.0,110000000,13031000000.0,51000000,57000000,1255000000,822000000,5000000,499000000.0,2170000000.0,4000000,INTU,4/30/2013,59.64
62.1,137000000,144000000,42322400,555000000.0,102000000,13031000000.0,51000000,63000000,-37000000,-25000000,2000000,499000000.0,634000000.0,0,INTU,7/31/2013,63.92
66.53,168000000,176000000,45349300,563000000.0,102000000,13031000000.0,55000000,54000000,-16000000,-12000000,10000000,499000000.0,614000000.0,5000000,INTU,10/31/2013,71.41
76.11,225000000,186000000,32134300,573000000.0,106000000,13031000000.0,56000000,11000000,-41000000,-46000000,5000000,499000000.0,774000000.0,0,INTU,1/31/2014,73.25
77.98,193000000,186000000,40753900,566000000.0,107000000,13031000000.0,54000000,11000000,1502000000,986000000,5000000,499000000.0,2380000000.0,3000000,INTU,4/30/2014,75.75
80.5,145000000,166000000,23718000,589000000.0,108000000,13031000000.0,55000000,50000000,-34000000,-43000000,6000000,499000000.0,714000000.0,23000000,INTU,7/31/2014,81.97
87.36,198000000,189000000,39254612,629000000.0,116000000,13031000000.0,74000000,54000000,-106000000,-89000000,6000000,499000000.0,665000000.0,0,INTU,10/31/2014,88.01
92.21,273000000,188000000,37192529,643000000.0,114000000,13031000000.0,69000000,15000000,-87000000,-81000000,6000000,499000000.0,801000000.0,2000000,INTU,1/30/2015,86.82
96.82,286000000,206000000,27358737,671000000.0,110000000,13031000000.0,69000000,17000000,918000000,503000000,6000000,499000000.0,2187000000.0,1000000,INTU,4/30/2015,100.33
101.64,190000000,215000000,25741207,682000000.0,106000000,13031000000.0,71000000,61000000,-22000000,4000000,-6000000,499000000.0,696000000.0,-2000000,INTU,7/31/2015,105.77
88.66,178000000,213000000,34664160,701000000.0,107000000,13031000000.0,82000000,55000000,-31000000,-33000000,2000000,499000000.0,706000000.0,-4000000,INTU,10/30/2015,97.43
94.19,286000000,205000000,36571221,980000000.0,103000000,13031000000.0,79000000,7000000,33000000,14000000,1000000,499000000.0,914000000.0,-5000000,INTU,1/29/2016,95.51
103.77,270000000,228000000,23878980,989000000.0,108000000,13031000000.0,77000000,8000000,1468000000,1042000000,3000000,499000000.0,2294000000.0,2000000,INTU,4/29/2016,100.89
111.73,184000000,235000000,26614826,1031000000.0,112000000,13031000000.0,80000000,63000000,-47000000,-46000000,6000000,499000000.0,780000000.0,3000000,INTU,7/29/2016,110.99
109.83,165000000,246000000,25722403,1047000000.0,113000000,13031000000.0,89000000,55000000,-62000000,-35000000,1000000,499000000.0,778000000.0,-2000000,INTU,10/31/2016,108.74
114.34,258000000,243000000,19306957,1047000000.0,120000000,13031000000.0,88000000,3000000,21000000,16000000,0,499000000.0,1016000000.0,-1000000,INTU,1/31/2017,118.58
116.05,269000000,246000000,39425467,1041000000.0,141000000,13031000000.0,88000000,4000000,1448000000,962000000,1000000,499000000.0,2541000000.0,3000000,INTU,4/28/2017,125.21
133.82,157000000,263000000,21876401,1030000000.0,143000000,13031000000.0,88000000,62000000,2000000,52000000,0,499000000.0,842000000.0,3000000,INTU,7/31/2017,137.21
142.26,220000000,293000000,23180158,1016000000.0,146000000,910000000.0,105000000,65000000,-31000000,-9000000,1000000,499000000.0,910000000.0,3000000,INTU,10/31/2017,151.02
158.22,343000000,286000000,22460407,984000000.0,162000000,1339000000.0,100000000,4000000,200000000,192000000,1000000,499000000.0,1339000000.0,5000000,INTU,1/31/2018,167.9
173.01,325000000,296000000,30008188,950000000.0,155000000,2912000000.0,100000000,7000000,1610000000,1174000000,2000000,499000000.0,2912000000.0,7000000,INTU,4/30/2018,184.79
203.01,178000000,311000000,24647444,812000000.0,215000000,-5138000000.0,102000000,62000000,-187000000,-42000000,2000000,499000000.0,864000000.0,11000000,INTU,7/31/2018,204.24
228.85,209000000,294000000,39088973,805000000.0,215000000,1016000000.0,129000000,57000000,-8000000,30000000,2000000,499000000.0,1016000000.0,0,INTU,10/31/2018,211.0
191.5,400000000,295000000,30602558,810000000.0,215000000,1502000000.0,122000000,6000000,240000000,193000000,1000000,499000000.0,1502000000.0,6000000,INTU,1/31/2019,215.82
264.52,383000000,311000000,35424350,799000000.0,215000000,3272000000.0,123000000,6000000,1802000000,1376000000,1000000,499000000.0,3272000000.0,17000000,INTU,4/30/2019,251.06
266.03,274000000,333000000,23556579,780000000.0,186000000,994000000.0,127000000,59000000,-132000000,-42000000,2000000,386000000.0,994000000.0,19000000,INTU,7/31/2019,277.31
267.69,272000000,334000000,27607297,773000000.0,186000000,1165000000.0,141000000,57000000,26000000,58000000,2000000,386000000.0,1165000000.0,14000000,INTU,10/31/2019,257.5
261.08,455000000,333000000,26128512,758000000.0,186000000,1696000000.0,139000000,7000000,286000000,240000000,1000000,386000000.0,1696000000.0,15000000,INTU,1/31/2020,280.38
224.05,384000000,332000000,29429557,745000000.0,231000000,3002000000.0,139000000,7000000,1412000000,1075000000,2000000,386000000.0,3002000000.0,-3000000,INTU,4/30/2020,269.81
297.41,305000000,393000000,26700458,734000000.0,225000000,1816000000.0,142000000,50000000,494000000,457000000,1000000,2031000000.0,1816000000.0,10000000,INTU,7/31/2020,306.37
330.74,256000000,325000000,21961968,743000000.0,233000000,1323000000.0,158000000,46000000,220000000,195000000,2000000,2031000000.0,1319000000.0,9000000,INTU,10/30/2020,314.68
379.74,486000000,368000000,26998684,792000000.0,291000000,1576000000.0,163000000,50000000,65000000,32000000,36000000,2031000000.0,1573000000.0,54000000,INTU,1/29/2021,361.23
388.92,601000000,464000000,21303696,791000000.0,287000000,4173000000.0,161000000,68000000,1982000000,1463000000,54000000,2031000000.0,4170000000.0,14000000,INTU,4/30/2021,412.16
493.68,623000000,521000000,21089237,780000000.0,283000000,2561000000.0,164000000,113000000,464000000,380000000,54000000,2034000000.0,2571000000.0,8000000,INTU,7/30/2021,529.97
541.24,531000000,530000000,23104820,789000000.0,289000000,2007000000.0,190000000,114000000,298000000,223000000,53000000,2034000000.0,2005000000.0,50000000,INTU,10/29/2021,625.99
640.03,883000000,590000000,41523488,831000000.0,325000000,2673000000.0,195000000,163000000,172000000,95000000,121000000,2034000000.0,2657000000.0,-5000000,INTU,1/31/2022,555.23
480.64,900000000,600000000,33202172,858000000.0,312000000,5632000000.0,195000000,163000000,2515000000,1775000000,121000000,2034000000.0,5615000000.0,-1000000,INTU,4/29/2022,418.75
382.5,737000000,627000000,29593968,888000000.0,344000000,2414000000.0,194000000,208000000,54000000,-63000000,121000000,6415000000.0,2449000000.0,8000000,INTU,7/29/2022,456.17
389.32,670000000,625000000,31806895,926000000.0,331000000,2597000000.0,222000000,209000000,202000000,13000000,121000000,6486000000.0,2551000000.0,5000000,INTU,10/31/2022,427.5
396.7,811000000,630000000,28364957,931000000.0,371000000,3041000000.0,224000000,162000000,414000000,192000000,121000000,6576000000.0,2979000000.0,23000000,INTU,1/31/2023,422.67
443.01,921000000,604000000,25689226,938000000.0,376000000,6018000000.0,221000000,160000000,2920000000,2089000000,120000000,6109000000.0,5955000000.0,22000000,INTU,4/28/2023,443.95
452.74,638000000,680000000,32114146,969000000.0,417000000,2712000000.0,222000000,195000000,184000000,95000000,121000000,6120000000.0,2883000000.0,46000000,INTU,7/31/2023,511.7
510.83,630000000,680000000,31635728,1013000000.0,429000000,2978000000.0,260000000,191000000,449000000,218000000,120000000,5879000000.0,2916000000.0,22000000,INTU,10/31/2023,494.95
622.25,789000000,678000000,24560260,1049000000.0,501000000,3386000000.0,256000000,156000000,531000000,371000000,120000000,5950000000.0,3332000000.0,42000000,INTU,1/31/2024,631.33
653.13,886000000,671000000,27019598,1032000000.0,495000000,6737000000.0,257000000,156000000,3252000000,2391000000,120000000,5952000000.0,6680000000.0,27000000,INTU,4/30/2024,625.62
293.35,886000000,20357000,16227000,1032000000.0,495000000,6737000000.0,257000000,156000000,84361000,2391000000,6166000,5952000000.0,219189000.0,27000000,ISRG,6/30/2008,269.4
