open,currentAccountsPayable,researchAndDevelopment,volume,propertyPlantEquipment,otherNonCurrentAssets,nonInterestIncome,dividendPayout,depreciationDepletionAndAmortization,ebitda,comprehensiveIncomeNetOfTax,depreciationAndAmortization,longTermDebtNoncurrent,totalRevenue,otherNonOperatingIncome,company,date,close
399.12,21257000000,533000000,24923249,6751000000.0,13582000000,-215000000.0,386000000,520000000,3064000000,2001000000,42000000,32447000000.0,12185000000.0,2000000,DE,1/31/2024,393.58
77.8,21257000000,189866000,47928000,6751000000.0,13582000000,-215000000.0,386000000,520000000,593900000,2001000000,83436000,32447000000.0,3283895000.0,2000000,DHR,6/30/2008,77.3
82.25,21257000000,182006000,47239800,6751000000.0,13582000000,-215000000.0,386000000,520000000,606666000,2001000000,84526000,32447000000.0,3208181000.0,2000000,DHR,9/30/2008,69.4
54.03,21257000000,167467000,64663200,6751000000.0,13582000000,-215000000.0,386000000,520000000,517886000,2001000000,84231000,32447000000.0,3176506000.0,2000000,DHR,12/31/2008,56.61
50.46,21257000000,160895000,77501800,6751000000.0,13582000000,-215000000.0,386000000,520000000,421680000,2001000000,80796000,32447000000.0,2627744000.0,2000000,DHR,3/31/2009,54.22
61.38,21257000000,158500000,36232600,1096721000.0,543728000,-215000000.0,9586000,85950000,345072000,557800000,85950000,2863393000.0,2642280000.0,2000000,DHR,6/30/2009,61.74
60.34,21257000000,159040000,57460400,1097424000.0,678338000,-215000000.0,9628000,85651000,551842000,546600000,85651000,2899497000.0,2803969000.0,2000000,DHR,9/30/2009,67.32
71.34,21257000000,121833000,37298300,1143331000.0,758035000,-215000000.0,12941000,79403000,484553000,266900000,89190000,2889023000.0,3132900000.0,2000000,DHR,12/31/2009,75.2
73.96,21257000000,180836000,42341900,1179094000.0,853992000,-215000000.0,12962000,92993000,529385000,185000000,94466000,2822298000.0,3092200000.0,2000000,DHR,3/31/2010,79.91
78.55,21257000000,191199000,62612150,1163335000.0,737069000,-215000000.0,13050000,97733000,534889000,82600000,99221000,2754966000.0,3310900000.0,2000000,DHR,6/30/2010,37.12
36.72,21257000000,196437000,70634000,1153431000.0,837513000,-215000000.0,13075000,95875000,865464000,320000000,97397000,2822259000.0,3190200000.0,2000000,DHR,9/30/2010,40.61
43.91,21257000000,205528000,57472200,1129781000.0,809136000,-215000000.0,13113000,101699000,734206000,447400000,105998000,2783907000.0,3609300000.0,2000000,DHR,12/31/2010,47.17
50.69,21257000000,215230000,70933000,1177703000.0,727658000,-215000000.0,13268000,104123000,697726000,690834000,105023000,2668039000.0,3292200000.0,2115000,DHR,3/31/2011,51.9
54.36,21257000000,233670000,96465600,2226119000.0,1247548000,-215000000.0,13705000,119487000,628383000,784530000,120278000,6524931000.0,3635900000.0,2280000,DHR,6/30/2011,52.99
45.61,21257000000,287506000,106694800,2151052000.0,1150969000,-32887000.0,17156000,210253000,865098000,-24439000,208562000,5813406000.0,4442442000.0,-32495000,DHR,9/30/2011,41.94
48.43,21257000000,282094000,68933400,2101000000.0,739700000,0.0,17171000,201137000,879042000,334286000,201071000,5206800000.0,4716600000.0,-32495000,DHR,12/30/2011,47.04
52.86,21257000000,270100000,53451300,2104811000.0,787902000,0.0,17300000,202311000,923593000,804300000,202311000,4862716000.0,4276797000.0,-32495000,DHR,3/30/2012,56.0
50.92,21257000000,283600000,66951000,2065451000.0,837943000,0.0,17400000,207519000,1001470000,370800000,207519000,4847620000.0,4515583000.0,-32495000,DHR,6/29/2012,52.08
53.67,21257000000,289500000,62146000,2062952000.0,893162000,0.0,17300000,210598000,967129000,773500000,210598000,4659158000.0,4376182000.0,-32495000,DHR,9/28/2012,55.15
54.4,21257000000,294700000,56086600,2140900000.0,858000000,0.0,34400000,219372000,864100000,421300000,219372000,5287600000.0,4975200000.0,-32495000,DHR,12/31/2012,55.9
61.25,21257000000,296400000,48109300,2109900000.0,941600000,0.0,0,216800000,948600000,483100000,216800000,4404300000.0,4635300000.0,230700000,DHR,3/28/2013,62.15
61.86,21257000000,312200000,64439700,2148900000.0,998400000,0.0,17300000,219600000,845200000,506200000,219600000,4100900000.0,4698100000.0,0,DHR,6/28/2013,63.3
66.13,21257000000,309100000,49018600,2179200000.0,1149400000,0.0,17400000,225300000,1039100000,950400000,225300000,3445500000.0,4634100000.0,0,DHR,9/30/2013,69.32
74.59,21257000000,186700000,47054900,2211300000.0,1061300000,0.0,17400000,188900000,889800000,1029000000,233300000,3436700000.0,5266700000.0,201500000,DHR,12/31/2013,77.2
75.74,21257000000,313400000,50838800,2182600000.0,1094800000,0.0,17400000,224700000,1018500000,583800000,224700000,3422900000.0,4630200000.0,4900000,DHR,3/31/2014,75.0
78.6,21257000000,336400000,51209200,2232100000.0,1145200000,0.0,70000000,235400000,1147600000,763600000,235400000,3020000000.0,4930400000.0,19200000,DHR,6/30/2014,78.73
76.67,21257000000,288100000,59968448,2161600000.0,1192200000,0.0,70000000,240600000,1148200000,-5000000,240600000,2964700000.0,4839800000.0,38200000,DHR,9/30/2014,75.98
83.11,21257000000,-86900000,57939137,1665800000.0,1016700000,0.0,70300000,17400000,990900000,-392200000,237800000,3401500000.0,5417200000.0,99100000,DHR,12/31/2014,85.71
87.21,21257000000,299400000,58548518,2135900000.0,1092100000,0.0,70400000,235500000,1023900000,-104400000,247400000,3053800000.0,4694700000.0,0,DHR,3/31/2015,84.9
86.5,21257000000,304600000,73059886,2161300000.0,1138600000,0.0,95500000,237000000,1181700000,771500000,248300000,3052700000.0,4960200000.0,0,DHR,6/30/2015,85.59
85.6,21257000000,212200000,87321537,2791600000.0,1165300000,0.0,95700000,136300000,1054400000,1236400000,240600000,11522700000.0,5023400000.0,12400000,DHR,9/30/2015,85.21
96.95,21257000000,236100000,62114187,2302700000.0,845300000,0.0,92500000,272000000,978800000,576400000,315000000,12025200000.0,5884800000.0,0,DHR,12/31/2015,92.88
89.87,21257000000,226100000,65911586,2872500000.0,1016700000,0.0,92700000,267700000,1415600000,833100000,310100000,12194700000.0,3924100000.0,223400000,DHR,3/31/2016,94.86
97.77,21257000000,239900000,62438027,2784800000.0,1026100000,0.0,110100000,277600000,1355300000,502000000,320800000,12007700000.0,4241900000.0,0,DHR,6/30/2016,101.0
81.55,21257000000,241100000,74018298,2255100000.0,660400000,-178800000.0,110500000,277200000,890800000,680700000,191600000,7503100000.0,3909600000.0,0,DHR,9/30/2016,78.39
78.13,21257000000,268000000,69744919,2354000000.0,631300000,0.0,86500000,305600000,728700000,-152400000,305600000,9674200000.0,4915200000.0,0,DHR,12/30/2016,77.84
86.55,21257000000,267400000,49015962,2408700000.0,685700000,0.0,86600000,305600000,931100000,822600000,305600000,9729300000.0,4205700000.0,0,DHR,3/31/2017,85.53
85.27,21257000000,283300000,59379850,2422800000.0,693900000,0.0,97300000,303200000,988700000,848000000,303200000,11422500000.0,4510100000.0,0,DHR,6/30/2017,84.39
83.37,21257000000,279200000,53173840,2424900000.0,689100000,0.0,97100000,311400000,1081100000,834800000,311400000,10726800000.0,4528200000.0,0,DHR,9/29/2017,85.78
94.49,21257000000,126500000,42652325,2223400000.0,538300000,0.0,97300000,196700000,1020800000,1014200000,318100000,10327400000.0,5085700000.0,72800000,DHR,12/29/2017,92.82
97.75,21257000000,298700000,47413501,2475900000.0,575300000,4695400000.0,97500000,320800000,752200000,867300000,320800000,10410700000.0,4695400000.0,7800000,DHR,3/29/2018,97.91
100.1,21257000000,311700000,52100563,2492900000.0,547400000,4981000000.0,111800000,334600000,878300000,39300000,334600000,11145600000.0,4981000000.0,8300000,DHR,6/29/2018,98.68
103.66,21257000000,301200000,39620168,2462300000.0,577300000,4853100000.0,111900000,321500000,1164100000,507200000,321500000,10558000000.0,4853100000.0,9100000,DHR,9/28/2018,108.66
110.5,21257000000,147400000,64399079,2250000000.0,571000000,4604500000.0,111800000,201100000,977100000,591200000,330800000,9688500000.0,5363500000.0,9800000,DHR,12/31/2018,103.12
127.55,21257000000,267500000,62604311,2504300000.0,1646400000,4879900000.0,112200000,328400000,1073100000,328800000,328400000,9458200000.0,4856600000.0,5100000,DHR,3/29/2019,132.02
132.2,21257000000,282100000,45591436,2541600000.0,1678100000,5156600000.0,121700000,330800000,1247100000,683100000,330800000,10144400000.0,5136000000.0,5000000,DHR,6/28/2019,142.92
140.55,21257000000,282600000,47770944,2519600000.0,1787100000,5037300000.0,151100000,327700000,869300000,397900000,327700000,16536200000.0,5011000000.0,4200000,DHR,9/30/2019,144.43
146.49,21257000000,293800000,558788468,2302000000.0,1721000000,4868400000.0,142000000,202100000,1657000000,1321200000,155700000,21517000000.0,4868400000.0,-2300000,DHR,12/31/2019,153.48
145.31,21257000000,287000000,110964383,2988500000.0,2561100000,4343000000.0,138000000,297000000,914000000,872000000,156000000,22737200000.0,4296000000.0,-2000000,DHR,3/31/2020,138.41
165.74,21257000000,323000000,58944344,2972900000.0,2280100000,5297000000.0,145000000,478000000,1614000000,1855000000,315000000,22370000000.0,5219000000.0,454000000,DHR,6/30/2020,176.83
205.41,21257000000,342000000,46990749,3052300000.0,2173300000,5884000000.0,162000000,492000000,1430000000,1725000000,331000000,21806100000.0,5806000000.0,7000000,DHR,9/30/2020,215.33
226.01,2049000000,396000000,48238691,3262000000.0,2395000000,6734000000.0,170000000,508000000,1950000000,1894000000,336000000,21193000000.0,6662000000.0,35000000,DHR,12/31/2020,222.14
220.92,2049000000,380000000,64318228,3266000000.0,2875000000,6858000000.0,169000000,502000000,2485000000,748000000,344000000,20267000000.0,6827000000.0,140000000,DHR,3/31/2021,225.08
254.0,2049000000,426000000,66555142,3410000000.0,3118000000,7218000000.0,191000000,525000000,2538000000,2432000000,347000000,20400000000.0,7167000000.0,97000000,DHR,6/30/2021,268.36
323.59,2049000000,441000000,45928782,3640000000.0,3470000000,7229000000.0,191000000,554000000,1814000000,772000000,365000000,23591000000.0,7177000000.0,137000000,DHR,9/30/2021,304.44
320.3,2569000000,495000000,54972199,3790000000.0,3719000000,8052000000.0,191000000,587000000,2535000000,1822000000,394000000,22168000000.0,8068000000.0,82000000,DHR,12/31/2021,329.01
274.41,2569000000,441000000,58585200,3815000000.0,4098000000,7688000000.0,191000000,565000000,2539000000,1376000000,386000000,21768000000.0,7671000000.0,-20000000,DHR,3/31/2022,293.33
271.47,2569000000,431000000,49116267,3794000000.0,4600000000,7751000000.0,220000000,552000000,2493000000,311000000,373000000,20052000000.0,7727000000.0,-87000000,DHR,6/30/2022,253.52
270.23,2191000000,420000000,51393418,3719000000.0,4846000000,7663000000.0,204000000,540000000,2334000000,463000000,361000000,18542000000.0,7648000000.0,-51000000,DHR,9/30/2022,258.29
275.52,2296000000,453000000,43339731,3709000000.0,4160000000,8369000000.0,203000000,565000000,2621000000,3214000000,364000000,19086000000.0,8337000000.0,-68000000,DHR,12/30/2022,265.42
245.71,2081000000,373000000,55809080,4065000000.0,4611000000,7167000000.0,204000000,557000000,2250000000,1556000000,384000000,18261000000.0,7099000000.0,24000000,DHR,3/31/2023,252.04
229.71,1956000000,418000000,60133028,4176000000.0,4372000000,7157000000.0,218000000,562000000,1843000000,296000000,384000000,18285000000.0,7090000000.0,-29000000,DHR,6/30/2023,240.0
268.03,1894000000,417000000,49765599,4302000000.0,4286000000,6873000000.0,199000000,554000000,1849000000,746000000,379000000,19513000000.0,6920000000.0,-47000000,DHR,9/29/2023,248.1
222.4,1766000000,239000000,55664020,4553000000.0,3644000000,6405000000.0,200000000,493000000,1422000000,2316000000,344000000,16707000000.0,6405000000.0,-123000000,DHR,12/29/2023,231.34
252.96,1679000000,368000000,53384956,4562000000.0,3734000000,5796000000.0,177000000,586000000,1743000000,92000000,407000000,16417000000.0,5692000000.0,-36000000,DHR,3/28/2024,249.72
104.58,1679000000,368000000,202352914,4562000000.0,3734000000,5796000000.0,177000000,586000000,4648000000,92000000,742000000,16417000000.0,15351000000.0,-36000000,DIS,12/29/2017,107.51
103.2,1679000000,368000000,152416156,4562000000.0,3734000000,5796000000.0,1266000000,731000000,4844000000,2996000000,731000000,16417000000.0,14548000000.0,-36000000,DIS,3/29/2018,100.44
99.69,1679000000,368000000,205742164,4562000000.0,3734000000,5796000000.0,1249000000,744000000,4773000000,2999000000,744000000,16417000000.0,15229000000.0,-36000000,DIS,6/29/2018,104.81
111.8,1679000000,368000000,143772476,4562000000.0,3734000000,5796000000.0,1249000000,794000000,3396000000,2487000000,794000000,16417000000.0,14306000000.0,-36000000,DIS,9/28/2018,116.94
116.65,1679000000,368000000,163486438,4562000000.0,3734000000,5796000000.0,1585000000,732000000,4326000000,2809000000,732000000,16417000000.0,15303000000.0,-36000000,DIS,12/31/2018,109.65
113.45,1679000000,368000000,333771639,31017000000.0,5391000000,5796000000.0,1585000000,828000000,3962000000,5448000000,828000000,37803000000.0,14924000000.0,-312000000,DIS,3/29/2019,111.03
132.02,1679000000,368000000,195325783,31392000000.0,4783000000,5796000000.0,1310000000,1306000000,3404000000,1825000000,779000000,36311000000.0,20262000000.0,-1000000,DIS,6/28/2019,139.64
136.37,13778000000,368000000,163297849,31603000000.0,4715000000,5796000000.0,1585000000,1301000000,2247000000,-1842000000,439000000,38129000000.0,19118000000.0,111500000,DIS,9/30/2019,130.32
152.94,13778000000,368000000,169663239,31895000000.0,8443000000,5796000000.0,1586000000,1299000000,3629000000,2191000000,702000000,38057000000.0,20877000000.0,224000000,DIS,12/31/2019,144.63
119.13,13778000000,368000000,618526039,32151000000.0,8575000000,5796000000.0,1587000000,1334000000,2086000000,356000000,738000000,42770000000.0,18025000000.0,135000000,DIS,3/31/2020,96.6
117.26,13778000000,368000000,315059375,31891000000.0,8435000000,5796000000.0,0,1377000000,-3901000000,-4701000000,695000000,54197000000.0,11779000000.0,568000000,DIS,6/30/2020,111.51
131.92,13183000000,368000000,190299420,32078000000.0,8433000000,5796000000.0,0,1335000000,-90000000,-2415000000,107000000,52917000000.0,14707000000.0,762000000,DIS,9/30/2020,124.08
149.57,13183000000,368000000,316600601,32263000000.0,8343000000,5796000000.0,0,1298000000,1054000000,198000000,617000000,52878000000.0,16249000000.0,0,DIS,12/31/2020,181.18
193.23,13183000000,368000000,285174733,32137000000.0,8085000000,5796000000.0,0,1272000000,2029000000,1124000000,605000000,50903000000.0,15613000000.0,0,DIS,3/31/2021,184.52
180.18,13183000000,368000000,173517615,32377000000.0,8508000000,5796000000.0,0,1266000000,1793000000,999000000,604000000,51110000000.0,17022000000.0,0,DIS,6/30/2021,175.77
181.96,16357000000,368000000,183765220,32624000000.0,8658000000,5796000000.0,0,1275000000,-2317000000,1556000000,259000000,48540000000.0,18534000000.0,0,DIS,9/30/2021,169.17
146.7,16357000000,368000000,250467355,32681000000.0,8873000000,5796000000.0,0,1269000000,2548000000,1268000000,595000000,47349000000.0,21819000000.0,-4000000,DIS,12/31/2021,154.89
147.86,16357000000,368000000,224925323,32917000000.0,8510000000,5796000000.0,0,1287000000,1943000000,434000000,594000000,46624000000.0,19249000000.0,0,DIS,3/31/2022,137.16
112.01,16357000000,368000000,241459562,33583000000.0,8477000000,5796000000.0,0,1290000000,2991000000,1579000000,585000000,46022000000.0,21504000000.0,0,DIS,6/30/2022,94.4
111.79,16205000000,368000000,209164018,33596000000.0,9208000000,5796000000.0,0,1317000000,-2135000000,2185000000,245000000,45299000000.0,20150000000.0,0,DIS,9/30/2022,94.33
97.87,16205000000,368000000,301451458,34200000000.0,9363000000,5796000000.0,0,1306000000,2735000000,920000000,579000000,45128000000.0,23512000000.0,28000000,DIS,12/30/2022,86.88
99.19,16205000000,368000000,196653778,34579000000.0,9915000000,5796000000.0,0,1310000000,2968000000,1360000000,558000000,45066000000.0,21815000000.0,0,DIS,3/31/2023,100.13
88.4,16205000000,368000000,282732867,34577000000.0,10004000000,5796000000.0,0,1344000000,494000000,-484000000,432000000,44544000000.0,22330000000.0,-101000000,DIS,6/30/2023,89.28
82.105,15125000000,368000000,319930810,34941000000.0,11076000000,5796000000.0,0,1409000000,-2655000000,1385000000,213000000,42101000000.0,21241000000.0,0,DIS,9/29/2023,81.05
92.74,15125000000,368000000,221410273,35321000000.0,10968000000,5796000000.0,0,1243000000,3610000000,1701000000,451000000,41603000000.0,23549000000.0,0,DIS,12/29/2023,90.29
111.44,15125000000,368000000,218633800,35525000000.0,13964000000,5796000000.0,549000000,1242000000,1356000000,-27000000,434000000,39510000000.0,22083000000.0,0,DIS,3/28/2024,122.36
18.45,15125000000,368000000,175168500,35525000000.0,13964000000,5796000000.0,549000000,1242000000,1059000000,-27000000,456000000,39510000000.0,3229000000.0,75000000,DUK,6/30/2008,17.38
17.52,15125000000,368000000,235596600,35525000000.0,13964000000,5796000000.0,549000000,1242000000,1107000000,-27000000,479000000,39510000000.0,3508000000.0,33000000,DUK,9/30/2008,17.43
15.21,15125000000,368000000,190942800,35525000000.0,13964000000,5796000000.0,549000000,1242000000,852000000,-27000000,447000000,39510000000.0,3133000000.0,33000000,DUK,12/31/2008,15.01
13.25,15125000000,368000000,225977700,35525000000.0,13964000000,5796000000.0,549000000,1242000000,1150000000,-27000000,463000000,39510000000.0,3312000000.0,33000000,DUK,3/31/2009,14.32
14.2,15125000000,368000000,193821600,35429000000.0,2598000000,5796000000.0,333000000,454000000,1046000000,276000000,407000000,14433000000.0,2913000000.0,100000000,DUK,6/30/2009,14.59
15.44,1095000000,368000000,167804100,36425000000.0,2563000000,-3000000.0,312000000,478000000,975000000,109000000,432000000,15406000000.0,3396000000.0,-82000000,DUK,9/30/2009,15.74
16.7,1390000000,368000000,153810000,37950000000.0,2526000000,-12000000.0,314000000,451000000,1098000000,346000000,403000000,15732000000.0,3110000000.0,494000000,DUK,12/31/2009,17.21
16.41,1312000000,368000000,140746500,38706000000.0,2471500000,8000000.0,316000000,506000000,1337000000,445000000,456000000,16073000000.0,3594000000.0,-91000000,DUK,3/31/2010,16.32
15.85,1234000000,368000000,169021500,39060000000.0,2417000000,13000000.0,319000000,473000000,532000000,-222000000,426000000,16414000000.0,3287000000.0,88000000,DUK,6/30/2010,16.0
17.33,1387000000,368000000,141826500,39724000000.0,2359000000,-1000000.0,322000000,502000000,1620000000,670000000,447000000,16961000000.0,3946000000.0,116000000,DUK,9/30/2010,17.71
17.7,1387000000,368000000,117959615,40344000000.0,2291000000,138000000.0,-2241000000,513000000,1347000000,-170000000,457000000,16959000000.0,3445000000.0,73000000,DUK,12/31/2010,17.81
17.95,1305000000,368000000,217888500,40944000000.0,2224000000,28000000.0,331000000,504000000,1417000000,539000000,454000000,16254000000.0,3663000000.0,117000000,DUK,3/31/2011,18.15
18.75,1189000000,368000000,163927500,41610000000.0,2233000000,22000000.0,326000000,487000000,1267000000,494000000,437000000,16765000000.0,3534000000.0,97000000,DUK,6/30/2011,18.83
18.93,1080000000,368000000,281292000,41877000000.0,2236000000,70000000.0,337000000,517000000,1348000000,195000000,455000000,16625000000.0,3964000000.0,83000000,DUK,9/30/2011,19.99
20.76,1433000000,368000000,220825200,42661000000.0,2231000000,37000000.0,335000000,518000000,1091000000,242000000,460000000,17730000000.0,3368000000.0,79000000,DUK,12/30/2011,22.0
20.91,1050000000,368000000,190619700,42971000000.0,2103000000,105000000.0,335000000,544000000,1101000000,355000000,479000000,18081000000.0,3630000000.0,89000000,DUK,3/30/2012,21.01
21.87,1160000000,368000000,341996700,43787000000.0,1894000000,4000000.0,335000000,533000000,1365000000,298000000,475000000,17539000000.0,3577000000.0,70000000,DUK,6/29/2012,23.06
64.7,1912000000,368000000,70391600,69031000000.0,2186000000,-176000000.0,541000000,788000000,2165000000,574000000,788000000,35198000000.0,6722000000.0,132000000,DUK,9/28/2012,64.79
64.09,2444000000,368000000,68570400,68558000000.0,2904000000,-43000000.0,541000000,787000000,1668000000,469000000,787000000,36351000000.0,5695000000.0,112000000,DUK,12/31/2012,63.8
68.41,1985000000,368000000,47203900,68813000000.0,2466000000,-137000000.0,542000000,762000000,1989000000,651000000,660000000,35084000000.0,5898000000.0,80000000,DUK,3/28/2013,72.59
66.96,1936000000,368000000,65130300,68877000000.0,2412000000,1000000.0,543000000,782000000,1960000000,252000000,678000000,36100000000.0,5531000000.0,48000000,DUK,6/28/2013,67.5
65.89,1819000000,368000000,56848600,69284000000.0,2361000000,0.0,551000000,821000000,2539000000,1000000000,707000000,36137000000.0,6330000000.0,55000000,DUK,9/30/2013,66.78
70.13,2391000000,368000000,54472000,69490000000.0,3432000000,-37000000.0,552000000,864000000,2069000000,669000000,864000000,38152000000.0,6112000000.0,80000000,DUK,12/31/2013,69.01
70.59,1892000000,368000000,70161000,66355000000.0,3251000000,1000000.0,553000000,884000000,2360000000,-75000000,790000000,39000000000.0,6219000000.0,95000000,DUK,3/31/2014,71.22
70.95,1782000000,368000000,58531500,66908000000.0,3227000000,6000000.0,554000000,864000000,2102000000,631000000,864000000,38706000000.0,5542000000.0,89000000,DUK,6/30/2014,74.19
74.02,1801000000,368000000,66268249,69595000000.0,3287000000,4000000.0,563000000,893000000,2541000000,1173000000,788000000,38702000000.0,5994000000.0,109000000,DUK,9/30/2014,74.77
80.39,2271000000,368000000,74881683,70046000000.0,3008000000,25000000.0,564000000,866000000,1802000000,10000000,866000000,37061000000.0,5559000000.0,27000000,DUK,12/31/2014,83.54
78.48,1920000000,368000000,89031814,70301000000.0,3207000000,68000000.0,564000000,883000000,2306000000,735000000,777000000,37173000000.0,5730000000.0,74000000,DUK,3/31/2015,76.78
76.26,1920000000,368000000,91644727,71759000000.0,3239000000,13000000.0,551000000,901000000,2118000000,567000000,790000000,36795000000.0,5199000000.0,72000000,DUK,6/30/2015,70.62
69.98,2078000000,368000000,67354448,73776000000.0,3205000000,13000000.0,570000000,896000000,2643000000,802000000,774000000,37667000000.0,6081000000.0,57000000,DUK,9/30/2015,71.94
71.99,2214000000,368000000,65334418,73777500000.0,3017500000,13000000.0,569500000,914500000,2259000000,-2128000000,853500000,37254500000.0,5701500000.0,72000000,DUK,10/30/2015,71.47
68.05,2350000000,368000000,73386811,73779000000.0,2830000000,13000000.0,569000000,933000000,1875000000,482000000,933000000,36842000000.0,5322000000.0,87000000,DUK,12/31/2015,71.39
74.66,2086000000,368000000,87076176,76432000000.0,3036000000,13000000.0,570000000,931000000,2228000000,734000000,814000000,38232000000.0,5377000000.0,70000000,DUK,3/31/2016,80.68
78.25,2221000000,368000000,71033347,77329000000.0,2972000000,13000000.0,570000000,937000000,2379000000,558000000,937000000,39931000000.0,5213000000.0,81000000,DUK,6/30/2016,85.79
79.66,2138000000,368000000,58310707,78216000000.0,2948000000,13000000.0,591000000,979000000,3044000000,1172000000,979000000,43964000000.0,6339000000.0,86000000,DUK,9/30/2016,80.04
79.78,2566000000,368000000,62752490,80368000000.0,2858500000,13000000.0,596000000,1006000000,2298500000,-2490000000,1006000000,44770000000.0,5958000000.0,156000000,DUK,10/31/2016,80.02
73.5,2994000000,368000000,68667851,82520000000.0,2769000000,13000000.0,601000000,1033000000,1553000000,-222000000,1033000000,45576000000.0,5577000000.0,226000000,DUK,12/30/2016,77.62
81.6,2203000000,368000000,76189896,83516000000.0,2754000000,13000000.0,600000000,991000000,2532000000,724000000,991000000,47021000000.0,5729000000.0,121000000,DUK,3/31/2017,82.01
85.48,2177000000,368000000,53077651,84404000000.0,2826000000,13000000.0,600000000,962000000,2468000000,689000000,962000000,46043000000.0,5555000000.0,115000000,DUK,6/30/2017,83.59
87.48,2645000000,368000000,47424354,84862000000.0,2792000000,13000000.0,625000000,1037000000,3057000000,956000000,1037000000,48929000000.0,5840000000.0,122000000,DUK,9/29/2017,83.92
89.39,3043000000,368000000,51323604,86391000000.0,2960000000,13000000.0,625000000,1056000000,2258000000,716000000,1056000000,49035000000.0,6968000000.0,150000000,DUK,12/29/2017,84.11
75.35,2391000000,368000000,91898375,87373000000.0,3062000000,5928000000.0,599000000,1089000000,2550000000,631000000,1089000000,49030000000.0,11397000000.0,86000000,DUK,3/29/2018,77.47
77.12,2686000000,368000000,84057022,88495000000.0,3087000000,5467000000.0,600000000,1161000000,2455000000,498000000,1161000000,49863000000.0,4949000000.0,110000000,DUK,6/29/2018,79.08
81.38,3234000000,368000000,87874701,89865000000.0,3112000000,6451000000.0,636000000,1197000000,3058000000,1086000000,1197000000,50507000000.0,5934000000.0,131000000,DUK,9/28/2018,80.02
88.0,3487000000,368000000,80060694,91694000000.0,2935000000,5912000000.0,636000000,1249000000,2070000000,438000000,1249000000,51123000000.0,5368000000.0,72000000,DUK,12/31/2018,86.3
89.6,2538000000,368000000,86750262,95721000000.0,2969000000,5998000000.0,649000000,1238000000,1565000000,888000000,27000000,53681000000.0,5455000000.0,115000000,DUK,3/29/2019,90.0
86.04,2512000000,368000000,64665461,97198000000.0,2975000000,5695000000.0,663000000,1245000000,1544000000,812000000,29000000,54342000000.0,5153000000.0,89000000,DUK,6/28/2019,88.24
92.5,2946000000,368000000,54729884,98912000000.0,2905000000,6792000000.0,678000000,1348000000,2130000000,1327000000,28000000,54818000000.0,6220000000.0,104000000,DUK,9/30/2019,95.86
87.87,3487000000,368000000,79767917,102127000000.0,3289000000,5863000000.0,678000000,1345000000,1343000000,697000000,27000000,54985000000.0,5316000000.0,122000000,DUK,12/31/2019,91.21
91.65,2364000000,368000000,135438463,104741000000.0,3315000000,5800000000.0,707000000,1301000000,2880000000,875000000,1301000000,56311000000.0,5249000000.0,46000000,DUK,3/31/2020,80.88
85.84,2398000000,368000000,85344739,104325000000.0,3458000000,5338000000.0,684000000,1350000000,695000000,-792000000,1350000000,56143000000.0,4867000000.0,137000000,DUK,6/30/2020,79.89
79.84,2486000000,368000000,82420786,105760000000.0,3539000000,6658000000.0,722000000,1430000000,3317000000,1224000000,1430000000,56049000000.0,6199000000.0,127000000,DUK,9/30/2020,88.56
93.56,3144000000,368000000,65394305,106782000000.0,3601000000,5663000000.0,699000000,1405000000,2372000000,-37000000,1208000000,55625000000.0,5242000000.0,141000000,DUK,12/31/2020,91.56
86.0,2497000000,368000000,91824065,107629000000.0,3715000000,6094000000.0,783000000,1385000000,2786000000,1011000000,1226000000,54768000000.0,5615000000.0,127000000,DUK,3/31/2021,96.53
100.54,2716000000,368000000,64471498,110015000000.0,3652000000,5667000000.0,758000000,1368000000,2741000000,677000000,1368000000,57410000000.0,5186000000.0,128000000,DUK,6/30/2021,98.72
104.9,2888000000,368000000,68580363,110236000000.0,3686000000,6894000000.0,799000000,1436000000,3512000000,1414000000,1436000000,57929000000.0,6370000000.0,238000000,DUK,9/30/2021,97.59
97.44,3531000000,368000000,64532278,105536000000.0,3632000000,6048000000.0,774000000,1474000000,2612000000,740000000,1292000000,60448000000.0,5646000000.0,143000000,DUK,12/31/2021,104.9
100.41,3175000000,368000000,61262776,112316000000.0,3995000000,7042000000.0,799000000,1480000000,1472000000,956000000,81000000,62196000000.0,6545000000.0,89000000,DUK,3/31/2022,111.66
112.55,3971000000,368000000,60045445,113851000000.0,4026000000,6606000000.0,775000000,1443000000,4419000000,1038000000,2842000000,63147000000.0,6078000000.0,114000000,DUK,6/30/2022,107.21
107.04,4175000000,368000000,53302400,117106000000.0,4050000000,7942000000.0,815000000,1491000000,3496000000,1417000000,1364000000,66060000000.0,7347000000.0,87000000,DUK,9/30/2022,93.02
100.84,4754000000,368000000,63503758,111748000000.0,3400000000,7085000000.0,790000000,1429000000,2747000000,-698000000,1276000000,65873000000.0,6359000000.0,102000000,DUK,12/30/2022,102.99
94.02,3214000000,368000000,76819096,112942000000.0,3426000000,7101000000.0,815000000,1344000000,3073000000,778000000,1399000000,69107000000.0,6556000000.0,151000000,DUK,3/31/2023,96.47
89.7,3225000000,368000000,66063651,114480000000.0,3444000000,6473000000.0,791000000,1572000000,2899000000,-165000000,1333000000,69914000000.0,5851000000.0,147000000,DUK,6/30/2023,89.74
